-0.044891432	0.01703489	-0.013494571	0.024936259	0.05206928	-0.07485397	-0.03681452	-0.08439042	0.10217821	-0.02091553	-0.05887357	0.0030543196	0.028398624	0.049440887	-0.0016250387	0.050205592
-0.018147612	0.06994861	-0.012128557	-0.10287111	0.07162115	-0.15819187	-0.039477035	-0.15983704	0.12967452	0.041072346	-0.116473414	-0.09694342	-0.06331572	0.027361687	-0.0768686	0.109807014
-0.051547382	0.09856866	0.028595591	-0.18739152	0.10655277	-0.2409102	-0.1420075	-0.21667357	0.18375371	0.07357329	-0.14799176	-0.08772195	-0.15808208	0.05780732	-0.08913426	0.15597
0.4212015	-0.31998268	0.29575434	0.43375564	-0.37167606	0.60905236	0.34740686	0.51477844	-0.36175716	-0.37854323	0.4403549	0.44927022	0.46332705	-0.29816818	0.3062714	-0.53947794
0.0006718991	-0.051496714	0.059949078	0.017044608	-0.0084315995	0.038375825	-0.025873931	-0.017478727	0.057535842	0.016374892	0.054584507	-0.004754065	0.00043292996	-0.01538931	-0.036856793	-0.04846966
-0.0023804803	0.009130697	-0.061208434	-0.058949586	0.056093045	-0.017108629	-0.022756463	-0.082867466	0.031390343	0.036440708	-0.07118965	-0.08628657	-0.100943774	0.0347506	-0.09799188	0.09474876
0.37257993	-0.34095812	0.37386063	0.4013432	-0.3781087	0.55044526	0.30952466	0.5077339	-0.33216813	-0.3739273	0.4703448	0.40845636	0.46168745	-0.31099898	0.26907474	-0.5067647
-0.06754541	0.043412447	-0.008869948	0.00715943	0.03425883	-0.07707916	-0.010422485	-0.0856722	0.12753469	0.078454845	-0.024350543	-0.06318448	-0.021715589	0.07030605	-0.06450799	0.0396101
0.3176953	-0.27564663	0.34290475	0.42369667	-0.33376315	0.44514596	0.25673532	0.45892477	-0.273306	-0.37862596	0.37404233	0.38330096	0.39237812	-0.27188894	0.22654547	-0.43501952
0.036283992	0.008338484	0.04379894	-0.027356086	-0.04750736	-0.053681448	0.013018245	-0.03996761	0.056389514	-0.04247216	-0.05539836	0.028490203	0.030941172	-0.03091172	0.010187214	-0.009453375
0.42819175	-0.37599722	0.32271093	0.42534757	-0.39281702	0.52583236	0.4098403	0.5153086	-0.31730843	-0.3853168	0.42877844	0.45380557	0.48688012	-0.32783	0.25796437	-0.5430045
-0.06752712	0.03591183	-0.039206322	-0.12784943	0.03098164	-0.16906574	-0.09249867	-0.18576387	0.1333264	0.09590836	-0.059591517	-0.026684523	-0.05427616	0.04561327	-0.024576643	0.13468045
0.2221379	-0.11791857	0.17767668	0.22073062	-0.23961374	0.33746728	0.12451967	0.3204472	-0.117882535	-0.23843648	0.20994292	0.23897755	0.19949885	-0.11967575	0.15995687	-0.24951407
-0.23115972	0.2118842	-0.24419282	-0.34930894	0.26600936	-0.47668114	-0.23465975	-0.45149645	0.2765679	0.30423853	-0.34467012	-0.32952952	-0.26041147	0.22757941	-0.25606456	0.45471781
-0.043305214	0.01638511	0.05098159	-0.037006967	0.06397631	-0.04528343	0.0015960375	-0.08335904	0.12468261	0.020431232	0.00342726	-0.059485365	-0.030580476	0.03503132	-0.047739994	0.058853842
0.04976328	0.022768304	-0.0017128806	-0.0013285596	-0.0033307723	0.027819287	0.040586855	-0.056762446	0.020087024	-0.05055949	-0.016811045	-0.03569388	-0.0041636853	0.0057845255	-0.04784581	0.043162085
-0.074198835	0.09086243	-0.101986766	-0.08978608	0.06895058	-0.08966572	-0.06530343	-0.08617493	0.08071135	0.09525325	-0.12171665	-0.051405404	-0.027445456	0.10964023	-0.10173497	0.10381219
0.017753238	0.029308314	-0.02249669	0.049275935	0.0040457956	0.15252326	0.0038500165	0.10361184	0.008265293	-0.06500167	0.10420929	-0.002375739	0.06613799	-0.045688458	-0.028400596	-0.035487577
-0.008593137	0.007789311	0.0047575766	0.012559431	-0.058365267	-0.038243607	0.06751157	-0.085916266	0.023329299	-0.031760033	-0.06289527	-0.052940954	0.0058179507	0.005100816	0.06357467	0.06052687
